,text,sen
101,real sincere question would answered however actually caused bitcoin skyrocket k first time around condition still present hasnt cryptocurrency general endured lot setback regulatory standpoint case fraud theft doesnt seedier reputation mooned first time people joining gold rush also wasnt ath entirely fabricated bubble wouldnt better bitcoin long term people thought sound secure investment instead lottery ticket ridiculously abstract subjective question answered sincere sense non starter question insincere question loaded bullshit know stop playing dumb,0
102,eth backpackersmodels going get real job eth btc,0
103,percentage investment portfolio currently allocated bitcoin,0
104,btcusdt shorted binance utc btc cryptocurrency,0
105,doopiecash bitcoin still sitting k resistance building another push bear cant seem get hold push think k likely target everyone follow ethbtc tip tweet superb following,0
106,btc aggregated inflow coinbase pro,0
107,bollinger break btcusdt minute timeframe btc bitcoin,0
108,bitcoin btc price change h market cap ranking bitcoin btc,0
109,block th jun gmt tx value m distributed recipient mined remaining bitcoin tictoknextblock,0
110,protip ownership legal term,0
111,schiffy tweeting bitcoin buy signal,0
112,swan good place buy bitcoin love ethos stand end day fee high price marked,0
113,btc transfered unknown address htpdbapyefdtqmlxeqkeypjjo balance btc bcqknltfpqmllvldyjvxsuxtawggcftephv balance btc,0
114,btc transferred binance binance internal transfer tx blockchain btc,0
115,good morning legend still expecting shallow pullback bitcoin simply add long position altcoins go real opportunity profit made,0
116,k combined bitcoin btc short liquidation last minute huobi k binance k bybit k,0
117,move look corrective btc cryptocurrencies,0
118,kevinolearytv dont agree future mining look process requires heat generation glass house home heating pool etc look btc mining produced byproduct need stop discarding heat,0
119,umm dont say word man soon,0
120,someone explain article trying explain coinbase premium turn negative mean pro im crypto expert mean,0
121,thought btc bitcoin see xcvbss idea tradingview,0
122,code signing make deposit receive worth dfi btc btc cryptoairdrop airdrop,0
123,cointelegraph analytical team done detailed analysis regarding btc fear greed index neutral moment price usd think current bitcoin state,0
124,new report bitcoin filing entity digihost technology inc name frb registration statement ex filed reporting form,0
125,viable reset eot looking good walk away let computer manage price time cycle remove,0
126,btc usd move unknown wallet unknown wallet date gmt blockchain bitcoin symbol btc detail,0
127,ralf glabischnig crypto valley crypto oasis btc cryptonews nft,0
128,goingparabolic drop imo well opinion others bitcoin hodl,0
129,there also possibility btc bitcoin btc,0
130,november end bearish bullish bitcoin,0
131,btc price right compared last tweet price increased last hour price dropped bitcoin btc,0
132,mark sweet william gallacher sheila freeman btc,0
133,btc transfered unknown address bcqwlnzytetmmsjfwampzsumcewjzs balance btc ahakdwgfimttkzgioqgjezxxsvfjb balance btc,0
134,feel bit tense hereno lol long term holder really care next hr watching see stay feb th lowwhy would long term holder care even u bought year still way absolutely want see feb th support level hold know likely break feb th low odds within next week every week stay support level law permanence creep investor mind many u still hard time buying remember buying cheaper price every week price becomes part consider normal price memory buying bitcoin becomes farther farther memory replaced new norm respecting support level feb th pretty big deal hold need rebuild permanence value new price gratitude people sold sign solidarity admire,0
135,everyone dumping bitcoin america said something thing something people hilarious,0
136,elaborate password protected recovery seed method protection store seems like weak link,0
137,yea think thanks dip stacked,0
138,btc usd move unknown wallet unknown wallet date gmt blockchain bitcoin symbol btc detail,0
139,thought btc bitcoin see desiciontrades idea tradingview,0
140,ledger live software wallet read display allows interact whats stored physical ledger device nothing stored ledger live,0
141,historical bitcoin price today february th via twitter,0
142,positive halfway sign little downwards next day pumping,0
143,interesting thread question end quoting harariyuval sapiens imagine simple example mr greedy financier set bank mr stone contractor town finish first big job receiving payment cash mil btc cryptocurrency,0
144,long yfi entry price stop loss telegram channel link bio tz btc bitcoin lrc inch,0
145,well ill tell ive quite bearish bitcoin however wyckoff model look bullish get k btc still think well see biggest rug pull history k could crazy good time alt pump soon,0
146,need drop k lol thats happen,0
147,i auto buythedip collecting bitcoin at daily via blockfi purchase via trylolli foldapp grow at cakedefi defichain dfi bonus code,0
148,zoom month love god,0
149,btcusdt longed binance utc btc cryptocurrency,0
150,new block found bitcoin network block height current bitcoin price sat left mine,0
151,bitcoin h rejection h bearish retest see ya,0
152,long ocen entry price stop loss link bio tz btc bitcoin ocen,0
153,bearwhale shorted worth bitcoin btc binance future,0
154,bitcoin technical score btc bitcoin technical,0
155,michael saylor bought bitcoin el salvador bought bitcoin elon musk bought bitcoin smart whale dont want follow follow one bought market bottom,0
156,bitcoin d btc potential bottom said previous tweet expect bottom around k k anything change let know,0
157,btc went k k everyone talk k opinion,0
158,btc btc k destroyed saturday pump k monday retest fill cme gap maybe,0
159,btc update tue sep pm cut current price h price change mined bitcoin btc,0
160,bitcoin btc bitcoin hit k ahead july inflation report one fractal hint looming correction,0
161,btc price bitcoin crypto q,0
162,statistically best time buy pst oddly never bought time lol,0
163,much energy used people masturbating bet lot hear,0
164,going talk btc dogecoin xrp,0
165,btc transfered unknown address ftketsqvcryyjccyypnhuekcpdv balance btc mkujxdzkvbdyebyxsonejqcsoxw balance btc,0
166,order save market need satoshi make appearance,0
167,check btcd analysis tradingview,0
168,ada going sat may cardanos bottom even btc collapse first bad news still bearishly looking range,0
169,transfer wallet transfer another exchange want trade buysell locally obscene premium trade polo bitstamp bitmex youre australia use livingroomofsatoshi pay bill,0
170,repeat trust anyone else remember trust verify bitcoin,0
171,looking tesla market saw tesla model smoke dodge demon impressive investing ethereum bitcoin,0
172,k breached coinbase pro,0
173,ar satoshis right satoshi ar right bitcoin,0
174,btc usd move unknown wallet unknown wallet date gmt blockchain bitcoin symbol btc detail,0
175,easy peasy open tha dizy bitcoin path week bitcorn priceaction h tf analysis said first dead dance supply zone zeroooo caution remember flip short dead man dance,0
176,totally possible think big pullback people sell,0
177,actually though would bounce back earlier xd,0
178,btc usd transferred nrbzcggnmfwnmatirnwsjbzvbshaw bcqpcrlfyknmptmhryjgreltkdfavldljhv tx hash ffaaadbfffedcbdaebbc bitcoin btc,0
179,could pray everyday price go took small loan celcius experiment serious investing let say need money future want know borrowing btc work dont sell btc,0
180,basically leave crypto alone fir year powerful man world happened probably saw medium attention elon getting commenting couldnt pas attention highly doubt idea crypto,0
181,new look beginning rfl icp btc dominicw beavskis dfinity icpmaximalist,0
182,bitcoin shapeshifting right active bear passive bull,0
183,scan result gateio m top bullish trend btc pair naos tlos sbtc mina wiken top bullish trend usdt pair kin blz moni egg look gateio result buy signal,0
184,amid global crackdown binance singapore regulator ma follow soon crypto exchange binance facing increasing pressure regulator worldwide uk fca curtailed binance bitcoin,0
185,stackinfatsats goldshellminer kadenaio need kda box btc prediction youwait it soon kda start massive pump hmmmmm,0
186,call bullshit selling near top people,0
187,current bitcoin price btc crypto,0
188,price see first bitcoin,0
189,inversebull aneesbtc guy thought recent btc inflowsoutflows feel bit strange whalealert,0
190,way talking meme room noise speculation bitcoin,0
191,price action annoying stepping away week,0
192,btc usd transfered binance unknown address never used bitcoin,0
193,bitcoin average rsi neutral current price bitcoin btc rsibitcoin btc,0
194,square bitcoin treasure worth usd usd bitcoin,0
195,work yet delivery driver make figure year,0
196,compare bitcoins performance asian european american trading period today btc returned asia europe yesterday btc returned american session,0
197,btc transferred unknown wallet unknown wallet tx blockchain btc,0
198,layer built top keep fresh hope im also wise enough know isnt guaranteed technology move lightning pace day many old technology left behind dust hear lot people saying hold onto btc another year really worth something point btc two decade old another word betting year old technology worth even maybe reasonable person admit might,0
199,btc usd transfered unknown wallet huobi bitcoin,0
200,canica dont know bitcoin love love canica bitcoin,1
201,breakout bitcoin new time high indexbtcusd trader btcusd,1
202,layahheilpern zoom early btc crypto,1
203,bitcoin price go realized cap much thanks hodlers fact realized cap average cost price m btc m utxo near ath b doubt realized cap lead btc next price ath expect k btc b realized cap,1
204,richard shelby even open pdf going let block bitcoin amendment new rule politician need smart phone vote future technology,1
205,whatever got ta keep buying sat,1
206,peterschiff different anything btc people control price earnings ceo even country idea beginning people got early believing sell even going,1
207,dennisporter bitcoin progress anyway,1
208,cryptonetwork wonderful project thanks shared wonderful opportunity hopefully go moon soon txantzin txantxin txantze xdccffcde tg aabb bsc btc bnb,1
209,life really pretty easy get vaccinated buy btc,1
210,peterschiff think change mindset bitcoin hodlers cool calm great msd sick mind,1
211,nice green candle cheer naysayer say sort negative shit fuck time,1
212,panama could offer discount canal usage paid btc,1
213,potential trade signal trade crypto imbagsys tweet btc faster say moon,1
214,traderel bitcoin still ka bounce expecting target kthe biggest risk bitcoin owning point btc feel irresponsible buy dip bravo bmon made u proud ta tip helpful superb,1
215,broke people argue online rich people make money online use phone social network search bitcoin change life,1
216,finally nice see bitcoin engineered past daysweeks overvalued stock market popping bitcoin still,1
217,bitcoin fud warning dont let tiny bit volatility scare correction healthy btc due day keep eye bear calling crash maybe im wrong follow plan,1
218,watch bitcoin go back see doubt disappear,1
219,course margin trading exchange owner else dump market different coin time short u usual make huge money soon everything green till next shorting,1
220,mullvat vpn name email record take bitcoin,1
221,nothing like receiving bitcoin slave best tribute collect,1
222,advisor president colombia call bitcoin brilliant piece software ever bitcoin magazine bitcoinmagazine btc colombia cyptopotato,1
223,based wyckoff event distribution real look dip k slingshooting k,1
224,lynaldencontact one answer today bitcoin,1
225,getumbrel elonmusk hey elonmusk career firefighterparamedics tech experience running bitcoin node thats average person dont know hodl,1
226,fuckin love watching market bitcoin litecoin,1
227,le money power widening wealth gap isnt accident use bitcoin oligarchic empire actually easy understand,1
228,network growth continues surge fastest pace history number nearterm catalyst could solidify network effect formed truly bring bitcoin billion people bitcoin lightningnetwork,1
229,blockworks yes happen future bitcoin,1
230,czbinance almost crypto born money fighting freedom progress peoplesuch bitcoin ethereum xdag,1
231,ashwsbreal manu resistance level break soonthen btc go moon,1
232,centralbanktrf turkey followed el salvador would see deflation economy immediately think btc btc,1
233,according latest bank canada report share canadian owning bitcoin rose sharply,1
234,bitcoin done time btc im waiting final capitulation preparing fly rocket cryptocurrencies,1
235,whatbitcoindid w davidzell excellent minute bitcoin core thesis summary much way internet changed world changed interact information bitcoin changed way humanity interacts value,1
236,great way look bitcoin accumulation worry buying whole coin stack sat watch grow time wealth follow,1
237,watching investing withdrawing profit still doubt stop watching start investing start withdrawing contact admin start earning bitcoin mrsrebecca mrsrebecca,1
238,michaelmwebe embattled president nmwendwa busy trading bitcoin crypto linkedin new business venture swerriapp,1
239,rrezonate redact shirehodl taodejing bquittem thats allows bitcoin grow rapidly majority dont know dont take seriously organization form symbiosis including exchange lender bank lightning unstoppable survival machine,1
240,opinion though start small earn smart bitcoin,1
241,airdropdet amazing nice project hopefully project successfull let join support guy aagameruga atriantoko gillankperdhana airdrop bettermentdigital bitcoin,1
242,anyone know devs seem pretty cool far daylightdefi btc currency krobitailleart blockepiccn luminarylovato andersonnavari anistricks akunwangy geektime andrewg,1
243,look high time frame zoom bitcoin,1
244,foldapp omg game much fun get better first time guy sat metaverse foldapp btc,1
245,martiniguyyt year sure early confident bitcoin bounce back,1
246,aight cool thanks man,1
247,bennsimmo hegde global adoption dominance bitcoin,1
248,btc ushered process expedite realization mirror reflection heaven earth within perception btc evangelist,1
249,mirbtc deny bitcoin bad state monopoly,1
250,dip gain suddenly people concerned k minimum eoy btc hodl chill invest bitcoin,1
251,omg love today taco tuesday two favorite trending bitcoin dd,1
252,correct january let freedom ring bitcoin february like style lol,1
253,add counterfeit cash dollar supply add counterfeit gold gold supply add counterfeit btc bitcoin blockchain,1
254,like bitcoin currency pay attention price,1
255,simuliu variety despite fall rise bitcoin still earning via mining trading bitcoin time sell time invest contact abrantesrene invest coin earned investing,1
256,citizenbitcoin thinking selling bitcoin ask someone buying invest secure crypto strategy reach financial goal,1
257,bitcoin longed bybit btcusd bitcoin divine power lethal nationstates without spilling drop bloodpamp onewicht,1
258,bitcoin finally visited k support good hand dip didnt provide sufficient volume,1
259,wizardia magic playtoearn metaverse bitcoin diamante blockchain,1
260,airdropfather project bright future really think project perfect true cool innovative project future belongs project mizimaruf munna ahsankabirsanto ummenipa airdrop airdrop bitcoin,1
261,wclementeiii see bitcoin great opensource project also got interested monetary innovation represents asset potential make everything else sustainable thanks wilkes tip prediction allowed adding massively holding,1
262,yups leave emotion locked box somewhere hodl,1
263,advisorshares latest firm file bitcoin future etf,1
264,hard time bottom low flat last year repeatedly every single bear market,1
265,open investment trade bitcoin btc investment weekly profit,1
266,altcryptogems manage gain wealth holding bitcoin time people say didnt earn never acknowledge hardship holding multiple dip btc ever get k beyond earned follow nbtc tweet tip btc,1
267,bitcoin asset deflationary precious metal,1
268,gain far minute btc trade would short decline stock posted would caught rebound higher posted,1
269,practicality oil finite gold finite silver finite real estate finite bitcoin though finite best store value,1
270,bitcoin maybe k today crytpocurrency,1
271,bitcoin incorruptible system value jordan peterson wim bitcoin bitcoin news bitcoinnews,1
272,bitcoin still considered experiment could fatal flaw found code could completely destroy none found far bitcoin,1
273,bitcoin surpasses k following massive volatility market add b overnight market watch marketwatch,1
274,care stock bond real economy bitcoin detached everything cyber light cure swarm cyber hornet gon na fly moon beyond transcend human form become pure energy ok michael youre grounded,1
275,chart screaming buy must obey bitcoin flirting im btc think earlier cup handle pattern analysis likely correct going go big,1
276,shibreports thats great news watch add another zero let u know bitcoin hit bull run watch shib boom till let trade forex make money,1
277,bitcoin thing universe overcome entropy,1
278,scottishwidows save future buy bitcoin,1
279,bitcoin mining container shipped across united state take methane gas vented atmosphere recycles bitcoin bitcoin mining industry travel remote location gas vented,1
280,billionaire investor bmillervalue personal wealth bitcoin,1
281,intocryptoverse beautiful bitcoin sideline since k oh love making money,1
282,andrewrsorkin joesquawk bitcoin selfcustody matter,1
283,miller longtime bitcoin bull said began buying coin investor bill miller crypto bitcoin digital gold youtube btc btc,1
284,trillionusd bitcoin seems bearish look metric still bullish think reach new ath year,1
285,inc month bitcoin pumping trading k k im really greatful tianafxtrade guided first bitcoin mining investment wish money buy crypto cu get better million thanks tianafxtrade,1
286,two bitcoin fund launched singapore masregulated fund manager new bitcoin fund aim provide simple secure exposure bitcoin professional investor bitcoin btc btc cryptocurrency,1
287,btc monthly candle chart process bullish engulfing double bottom btc bitcoin,1
288,aurelienohayon im bullish bullishness bitcoin,1
289,lb gaborgurbacs bitcoin fix,1
290,im buying crypto plan retiring year instead year crypto cro bitcoin eth link grt uni,1
291,ashwsbreal manu resistance level break soonthen btc go moon,1
292,free economy equal access create free world btc,1
293,actually bitcoin hasnt gone lower month could sign dropping trend youre referring leveling see bitcoin past month,1
294,crypto world need follow heart thats heart change world bitcoin nowhere,1
295,yes definitely brave browser search engine ive made change stake bat earn dividend bitcoin axionnetwork ask made member family switch brave,1
296,amitkhemka doge wala also love bitcoin,1
297,next time tell u buy bitcoin,1
298,gm everyone chooses build future better system stop building legacy technology bitcoin revofico,1
299,surpass soon bitcoin moon,1
